shr_energy_y_v,shr_theta_v,plot_weight
718.19415,0.8554783,0.36527984569728406
127.54071,0.36628133,0.36527984569728406
705.7998,1.2181244,0.36527984569728406
115.848495,1.6380912,0.36527984569728406
1046.021,2.3914711,0.36527984569728406
708.9832,0.87825763,0.36527984569728406
289.8668,1.0218942,0.36527984569728406
3323.015,0.8502625,0.36527984569728406
613.40265,2.1890156,0.36527984569728406
956.3837,1.1222423,0.36527984569728406
135.7125,1.7596612,0.36527984569728406
1836.1982,0.608395,0.36527984569728406
583.9831,0.92620796,0.36527984569728406
154.43303,0.4577323,0.36527984569728406
339.2549,0.47619802,0.36527984569728406
572.95355,1.4852229,0.36527984569728406
1245.4805,1.3038383,0.36527984569728406
1977.3025,1.3192551,0.36527984569728406
442.14655,1.4378972,0.36527984569728406
2703.2197,0.6303994,0.36527984569728406
333.70197,0.6407469,0.36527984569728406
1119.0509,0.83195275,0.36527984569728406
223.89626,1.1666784,0.36527984569728406
142.98912,0.13684586,0.36527984569728406
165.94856,1.029553,0.36527984569728406
689.205,1.0178459,0.36527984569728406
276.41687,1.3841037,0.36527984569728406
742.63226,1.4359888,0.36527984569728406
431.874,1.5517248,0.36527984569728406
2330.7275,1.0529984,0.36527984569728406
965.5845,1.0741678,0.36527984569728406
256.17462,0.6207273,0.36527984569728406
706.0544,1.1149188,0.36527984569728406
3909.6157,1.236526,0.36527984569728406
265.74097,1.3087709,0.36527984569728406
292.30005,0.70648974,0.36527984569728406
119.5507,1.5415664,0.36527984569728406
606.89844,2.4543111,0.36527984569728406
2126.2065,1.20456,0.36527984569728406
1668.3954,0.84596556,0.36527984569728406
1668.3954,0.84596556,0.36527984569728406
1853.6051,0.9832217,0.36527984569728406
286.83923,1.6768258,0.36527984569728406
3666.953,1.2262206,0.36527984569728406
617.9067,1.2484536,0.36527984569728406
268.11893,1.6323366,0.36527984569728406
874.2435,1.1598791,0.36527984569728406
1733.8138,0.8493992,0.36527984569728406
227.15755,1.272773,0.36527984569728406
388.95398,1.86673,0.36527984569728406
1423.7589,0.70741564,0.36527984569728406
124.99446,0.7747527,0.36527984569728406
161.26938,1.4112941,0.36527984569728406
136.63866,1.6793838,0.36527984569728406
1442.0659,2.1772156,0.36527984569728406
286.42603,1.0788933,0.36527984569728406
354.3866,1.3132691,0.36527984569728406
436.1233,1.449205,0.36527984569728406
1329.9602,0.62273574,0.36527984569728406
1093.1246,1.4501201,0.36527984569728406
368.5557,2.2085083,0.36527984569728406
1357.7479,0.96308845,0.36527984569728406
1608.8035,0.85962373,0.36527984569728406
159.19406,2.262153,0.36527984569728406
324.37396,0.57722557,0.36527984569728406
525.8413,1.1185893,0.36527984569728406
379.35107,1.4722736,0.36527984569728406
4347.014,0.72727257,0.36527984569728406
711.9257,0.9071009,0.36527984569728406
114.68208,0.7215876,0.36527984569728406
1527.137,0.69508183,0.36527984569728406
1000.8559,1.383146,0.36527984569728406
629.579,1.705061,0.36527984569728406
634.3267,1.1636629,0.36527984569728406
204.12958,1.1834798,0.36527984569728406
815.2195,0.767144,0.36527984569728406
974.7478,1.2807981,0.36527984569728406
1320.8756,0.9604326,0.36527984569728406
380.2272,1.3936857,0.36527984569728406
458.99835,0.99375385,0.36527984569728406
538.68176,0.7928348,0.36527984569728406
114.68208,0.7215876,0.36527984569728406
360.88184,1.5865142,0.36527984569728406
453.52582,1.6572495,0.36527984569728406
185.73364,1.7522497,0.36527984569728406
131.4529,2.5964139,0.36527984569728406
185.73364,1.7522497,0.36527984569728406
405.54477,1.5901936,0.36527984569728406
1238.5287,1.2525865,0.36527984569728406
1909.223,1.3217995,0.36527984569728406
1351.0846,0.97264487,0.36527984569728406
197.34546,1.582615,0.36527984569728406
1105.3436,1.0247817,0.36527984569728406
747.4831,1.1237437,0.36527984569728406
958.31555,2.456639,0.36527984569728406
1129.8147,0.9734462,0.36527984569728406
306.00665,0.70598114,0.36527984569728406
613.62463,1.2505729,0.36527984569728406
686.07715,0.8467812,0.36527984569728406
923.4106,1.3588547,0.36527984569728406
208.98343,0.93218213,0.36527984569728406
876.2173,1.5203578,0.36527984569728406
630.0361,1.2897066,0.36527984569728406
134.88698,1.4998391,0.36527984569728406
1003.76086,1.2008985,0.36527984569728406
1231.1272,1.3283988,0.36527984569728406
187.22237,0.949108,0.36527984569728406
2689.2107,1.7433968,0.36527984569728406
315.31232,1.8706154,0.36527984569728406
1101.0289,1.3220077,0.36527984569728406
1664.737,1.2103508,0.36527984569728406
986.0031,1.481671,0.36527984569728406
108.9683,0.3879582,0.36527984569728406
424.7317,1.2083026,0.36527984569728406
